[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[C:1][CX4H2:2]!@[OX2:3][c:4] R
[CX4:1][CX4H2:2]!@[NX3:3][CX4:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH0]F)[cH:4] R
[cH0:1][c:2]([cH1])!@[c:3]([cH1:4])[cH1] R
[$([C](=O)):1][NX3:2]!@[a:3](s)[a:4] R
[$([c]([NH1,NH2])):1][c:2]!@[CX3:3]([!O])=[O:4] R
[$(C=O):1][NX3H1:2]!@[CX4H1:3][H:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[nX2H0:1][c:2]([nX3H1])!@[NX3H1:3][C,c:4] R
[O:1]=[CX3:2]([$([NX3H1]C)])!@[NX3H1:3][!#1:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[cH1:1][c:2]([cH1])!@[CX4H2:3][CX4:4] R
[cH0:1][c:2]!@[CX4H2:3][CX3:4] R
[c:1][c:2]!@[c:3][s,o,nX3H1:4] R
[cH1:1][c:2]!@[c:3]([cH1])[nX2H0:4] R
[cH1:1][c:2]([cH1])!@[CX4H2:3][CX4:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[$([CX3]([C])([H])):1]=[CX3:2]([C])!@[CH2:3][C:4] R
[*:1]~[NX2:2]!@[OX2:3]~[*:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[nX2H0:1][c:2]!@[c:3][nX3H1:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[C:1][CX4H2:2]!@[OX2:3][c:4] R
[cH1:1][c:2]!@[c:3]([cH1])[nX2H0:4] R
[aH1:1][c:2]([aH0])!@[SX2:3][*R:4] O
[O:1]=[CX3:2]([$([NX3H1]C)])!@[NX3H1:3][!#1:4] R
[OX2:1][CX4H2:2]!@[CX3:3]([$([NX3H1,NX3H2])])=[O:4] R
[a:1][c:2]!@[C:3](=[N:4]) R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[$([cH0](=O)):1][c:2]([cH1])!@[CX3:3]([NX3H1,NX3H2])=[O:4] R
[cH1:1][c:2]!@[c:3]([cH1])[nX2H0:4] R
[cH1:1][c:2]([cH1])!@[O:3][C:4] R
[a:1][c:2]!@[CX4H2:3][CX3:4] R
[cH1,n:1][c:2]!@[O:3][CRH1:4] R
[s:1][c:2]!@[C:3]([NH1])=[O:4] R
[cH1:1][c:2]!@[c:3]([cH1])[nX2H0:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH0]Cl)[cH:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[O:1]=[CX3:2]!@[CX4H1r3:3][H:4] R
[cH1,n:1][c:2]!@[O:3][CH1:4] R
[cH0:1][c:2]([cH1])!@[c:3]([cH1:4])[cH1] R
[c:1][c:2]!@[c:3][s,o,nX3H1:4] R
[aH0:1][c:2]([aH0])!@[SX4:3][!#1:4] R
[NH1:1][CX4:2]!@[CX3:3]=[O:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH0]F)[cH:4] R
[CX3:1]=[CX3:2]!@[CH2:3][!#1:4] R
[cH1:1][c:2]([cH1])!@[CX4H2:3][CX4:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[NH1:1][CX4:2]!@[CX3:3]=[O:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
[!#1:1][CX4:2]!@[CX4:3][!#1:4] R
[NH1:1][CX4:2]!@[CX3:3]=[O:4] R
[s:1][c:2]([aX2,cH1])!@[CX3:3]=[O:4] R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
[cH1:1][c:2]([$([cH0][OH1])])!@[CX3:3]=[NX2:4] R
[O:1]=[CX3:2]([$([NX3H1]C)])!@[NX3H1:3][!#1:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[aH1:1][c:2]([aH0])!@[SX2:3][*R:4] G
[cH1:1][c:2]([cH1])!@[O:3][C:4] R
[$(C=O):1][NX3H1:2]!@[CX4H1:3][H:4] R
[cH0:1][c:2]([cH0])!@[C:3](=[N:4]) R
[cH1:1][c:2]([cH1])!@[c:3]([cH1:4])[cH1] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH0]Cl)[cH:4] R
[cH1:1][c:2]([cH1])!@[CX4H2:3][CX4:4] R
[cH1:1][c:2]([$([cH0][OH1])])!@[CX3:3]=[NX2:4] R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[$([C](=O)):1][NX3:2]!@[a:3](s)[a:4] R
[O:1]=[C:2]!@[O:3]~[C:4] R
[$(C=O):1][O:2]!@[CH1:3][H:4] R
[O:1]=[CX3:2]!@[NX3H1:3][!#1:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[$([c]([NH1,NH2])):1][c:2]!@[CX3:3]([!O])=[O:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[NH1:1][CX4:2]!@[CX3:3]=[O:4] R
[NH1:1][CX4:2]!@[CX3:3]=[O:4] R
[!#1:1][CX3:2]!@[SX2:3][!#1:4] R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
[cH1,n:1][c:2]!@[O:3][CH1:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[C:1][CX4H2:2]!@[OX2:3][c:4] R
[c:1][c:2]!@[c:3][s,o,nX3H1:4] R
[$(C=O):1][NX3H1:2]!@[CX4H1:3][H:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[O:1]=[C:2]!@[O:3]~[!#1:4] R
[!#1:1][CH2:2]!@[n:3][cH0:4] R
[O:1]=[CX3:2]([$([NX3H1]C)])!@[NX3H1:3][!#1:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[cH1:1][c:2]([cH1])!@[O:3][C:4] R
[$([c]([NH1,NH2])):1][c:2]!@[CX3:3]([!O])=[O:4] R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
[C:1][CX4H2:2]!@[CX3:3]=[O:4] R
[O:1]=[CX3:2](a)!@[NX3H0:3][!#1:4] R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[cH1:1][c:2]([cH1])!@[O:3][C:4] R
[$([C](=O)):1][NX3:2]!@[a:3](s)[a:4] R
[$([c]([NH1,NH2])):1][c:2]!@[CX3:3]([!O])=[O:4] R
[aH0:1][c:2]([aH1])!@[SX4:3][!#1:4] R
[c:1][c:2]!@[c:3][s,o,nX3H1:4] R
[$(C=O):1][NX3H0:2]!@[CX4H1:3][H:4] R
[cH1:1][c:2]([nX2])!@[O:3][C:4] R
[!#1:1][CX4:2]!@[CX4:3][!#1:4] R
[!#1:1][CH2:2]!@[n:3][cH0:4] R
[s:1][c:2]!@[C:3]([NH1])=[O:4] R
[$(C=O):1][NX3H1:2]!@[CX4H1:3][H:4] R
[cH1,n:1][c:2]!@[O:3][CH1:4] R
[$([c]([NH1,NH2])):1][c:2]!@[CX3:3]([!O])=[O:4] R
[nX2H0:1][c:2]!@[c:3][nX3H1:4] R
[s:1][c:2]!@[C:3]([NH1])=[O:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[cH1:1][c:2]([$([cH0][OH1])])!@[CX3:3]=[NX2:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[a:1][c:2]!@[NX3H1:3][$([CX4r]([C;r])([C;r])):4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[NH1:1][CX4:2]!@[CX3:3]=[O:4] R
[aH1:1][c:2]([aH0])!@[SX2:3][*R:4] G
[cH1:1][c:2]([cH1])!@[NX3H1:3][C,c:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[$([C](=O)):1][NX3:2]!@[a:3](s)[a:4] R
[C:1][CX4H2:2]!@[OX2:3][c:4] R
[cH1:1][c:2]([cH1])!@[O:3][C:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[cH0:1][c:2]!@[CX4H2:3][CX4:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH0]Cl)[cH:4] R
[$([C](=O)):1][NX3H1:2]!@[$([a]([nH0,o])):3][cH1:4] R
[nX2H0:1][c:2]!@[c:3][nX3H1:4] R
[CX4:1][CX4H2:2]!@[NX3:3][CX4:4] R
[O:1]=[CX3:2]([$([NX3H1]C)])!@[NX3H1:3][!#1:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[O:1]=[C:2]!@[O:3]~[CH0:4] R
[!#1:1][CX4H0:2]!@[OX2:3][!#1:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH0]Cl)[cH:4] R
[NH1:1][CX4:2]!@[CX3:3]=[O:4] R
[O:1]=[CX3:2]([$([NX3H1]C)])!@[NX3H1:3][!#1:4] R
[cH1:1][c:2]!@[c:3]([cH1])[nX2H0:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
[a:1][c:2]!@[NX3H1:3][$([CX4r]([C;r])([C;r])):4] R
[s:1][c:2]!@[C:3]([NH1])=[O:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[aH0:1][c:2]([aH1])!@[SX4:3][!#1:4] R
[s:1][c:2]!@[C:3]([NH1])=[O:4] R
[a,!nX2H0:1][a:2]([!nX2H0])!@[a:3]([nX2H0])[nX2H0:4] R
[C:1][CX4H2:2]!@[OX2:3][c:4] R
[cH1:1][c:2]([cH1])!@[O:3][C:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[OX2:1][CX4H2:2]!@[CX3:3]([$([NX3H1,NX3H2])])=[O:4] R
[cH1:1][c:2]([cH1])!@[O:3][C:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[C:1][CX4H2:2]!@[OX2:3][c:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[cH1:1][c:2]([$([cH0][OH1])])!@[CX3:3]=[NX2:4] R
[nX2H0:1][c:2]!@[c:3][nX3H1:4] R
[cH1:1][c:2]!@[c:3]([cH1])[nX2H0:4] R
[c:1][CX4H2:2]!@[OX2:3][c:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[cH1:1][c:2]([cH1])!@[O:3][C:4] R
[O:1]=[C:2]!@[O:3]~[C:4] R
[cH1,n:1][c:2]!@[O:3][CH1:4] R
[cH0:1][c:2]!@[CX4H2:3][CX4:4] R
[CX3R:1]=[CX3R:2]!@[CX3:3]=[CX3:4] G
[$(C=O):1][O:2]!@[CH2:3]~[C:4] R
[$([c]([NH1,NH2])):1][c:2]!@[CX3:3]([!O])=[O:4] R
[O:1]=[CX3:2]([$([NX3H1]C)])!@[NX3H1:3][!#1:4] R
[$([C](=O)):1][NX3:2]!@[a:3](s)[a:4] R
[$([c]([NH1,NH2])):1][c:2]!@[CX3:3]([!O])=[O:4] R
[CX3:1]=[CX3:2]!@[CH2:3][!#1:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[cH1:1][c:2]([cH0])!@[CX3x0:3]=[NX2:4] R
[cH1:1][c:2]([cH1])!@[CX3:3]=[O:4] R
[cH1,n:1][c:2]!@[O:3][CH1:4] R
[cH1:1][a:2]([cH1])!@[a:3]([sX2,o,nX2H0,nX3H1:4]) R
[!#1:1][CH2:2]!@[n:3][cH0:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[O:1]=[CX3:2]([NH1])!@[CH2:3][C:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[$([C](=O)):1][NX3:2]!@[a:3](s)[a:4] R
[!#1:1][CX4:2]!@[CX4:3][!#1:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[!#1:1][CX4:2]!@[CX4:3][!#1:4] R
[cH1:1][c:2]([cH1])!@[O:3][C:4] R
[c:1][CX4H2:2]!@[OX2:3][c:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[cH1,n:1][c:2]!@[O:3][CRH1:4] R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
[cH1:1][c:2]([cH1])!@[O:3][C:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[s:1][c:2]([aX2,cH1])!@[CX3:3]=[O:4] R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
[$([c]([NH1,NH2])):1][c:2]!@[CX3:3]([!O])=[O:4] R
[cH1:1][c:2]([cH1])!@[CX4H2:3][CX4:4] R
[cH1,n:1][c:2]!@[O:3][CH1:4] R
[!#1:1][CH2:2]!@[n:3][cH0:4] R
[H:1][CX4H1:2]!@[OX2:3][!#1:4] R
[cH1:1][c:2]([cH1])!@[O:3][C:4] R
[s:1][c:2]([aX2,cH1])!@[CX3:3]=[O:4] R
[s:1][c:2]([aX2,cH1])!@[CX3:3]=[O:4] R
[cH1:1][c:2]([cH1])!@[O:3][C:4] R
[NH1:1][CX4:2]!@[CX3:3]=[O:4] R
[CX3:1]=[CX3:2]!@[CH2:3][!#1:4] R
[c:1][c:2]!@[c:3][s,o,nX3H1:4] R
[aH1:1][c:2]([aH1])!@[SX4:3][!#1:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[O:1]=[C:2]!@[O:3]~[C:4] R
[c:1][c:2]!@[c:3][s,o,nX3H1:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[O:1]=[CX3:2](a)!@[NX3H0:3][!#1:4] R
[c:1][c:2]!@[c:3][s,o,nX3H1:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[s:1][c:2]!@[C:3]([NH1])=[O:4] R
[cH1:1][c:2]([cH1])!@[O:3][C:4] R
[C:1][CX4H2:2]!@[OX2:3][c:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[a:1][c:2]!@[NX3H1:3][$([CX4r]([C;r])([C;r])):4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[cH0:1][c:2]!@[CX4H2:3][CX4:4] R
[aH0:1][c:2]!@[OX2:3][!#1:4] R
[!#1:1][CX4H2:2]!@[NX3H1:3][!#1:4] R
[a:1][c:2]!@[NX3H1:3][$([CX4r]([C;r])([C;r])):4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[$([cH0][OH1]):1][c:2]([cH1])!@[C:3](=O)[NH1:4] R
[cH0:1][c:2]!@[CX4H2:3][!#1:4] R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[cH1,n:1][c:2]!@[O:3][CH1:4] R
[H:1][CX4H1:2]!@[OX2:3][!#1:4] R
[O:1]=[C:2]!@[O:3]~[!#1:4] R
[*:1]~[NX2:2]!@[OX2:3]~[*:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[aH0:1][c:2]([aH1])!@[SX4:3][!#1:4] R
[$([C](=O)):1][NX3H1:2]!@[$([a]([nH0,o])):3][cH1:4] R
[$([C](=O)):1][NX3H0:2]!@[CX4H2:3][$([c]([cH,nX2H0])[cH,nX2H0]):4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[cH0:1][c:2]!@[CX4H2:3][CX4:4] R
[c:1][c:2]!@[c:3]([cH0])[nX2H0:4] R
[aH1:1][c:2]([aH0])!@[SX2:3][*R:4] G
[cH1:1][c:2]([cH1])!@[CX4H2:3][CX4:4] R
[O:1]=[CX3:2]([$([NX3H1]C)])!@[NX3H1:3][!#1:4] R
[aH1:1][c:2]([aH0])!@[SX2:3][*R:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[aH1:1][c:2]([aH1])!@[SX4:3][!#1:4] R
[cH0:1][c:2]!@[CX4H2:3][CX4:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[O:1]=[CX3:2]([$([NX3H1]C)])!@[NX3H1:3][!#1:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[!#1:1][CH2:2]!@[n:3][cH0:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[cH1:1][c:2]([$([cH0][OH1])])!@[CX3:3]=[NX2:4] R
[a:1][c:2]!@[NX3H1:3][$([CX4r]([C;r])([C;r])):4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[C:1][CX4H2:2]!@[OX2:3][c:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH0]Cl)[cH:4] R
[cH1:1][c:2]([$([cH0][OH1])])!@[CX3:3]=[NX2:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[cH1:1][c:2]([$([cH0][OH1])])!@[CX3:3]=[NX2:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[nX2H0:1][c:2]!@[c:3][nX3H1:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[aH1:1][c:2]([aH0])!@[SX2:3][*R:4] G
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[cH1:1][c:2]([cH1])!@[CX3:3]=[O:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[OX2:1][CX4H2:2]!@[CX3:3]([$([NX3H1,NX3H2])])=[O:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[c:1][c:2]!@[c:3][s,o,nX3H1:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[cH1:1][c:2]([$([cH0][OH1])])!@[CX3:3]=[NX2:4] R
[$([C](=O)):1][NX3:2]!@[a:3](s)[a:4] R
[$([c]([NH1,NH2])):1][c:2]!@[CX3:3]([!O])=[O:4] R
[nX2:1][c:2]!@[NX2:3]=[$(C([NX3])N):4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[O:1]=[C:2]!@[O:3]~[C:4] R
[s:1][c:2]!@[C:3]([NH1])=[O:4] R
[$([C](=O)):1][NX3:2]!@[a:3](s)[a:4] R
[$([C](=O)):1][NX3H1:2]!@[$([a]([nH0,o])):3][cH1:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
[!#1:1][CX4:2]!@[CX4:3][!#1:4] R
[cH1:1][a:2]([cH1])!@[a:3]([sX2,o,nX2H0,nX3H1:4]) R
[$(C=O):1][NX3H1:2]!@[CX4H1:3][H:4] R
[!#1:1][CX3:2]!@[SX2:3][!#1:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH0]F)[cH:4] R
[*:1]~[NX2:2]!@[OX2:3]~[*:4] R
[cH0:1][c:2]!@[CX4H2:3][CX4:4] R
[cH1,n:1][c:2]!@[O:3][CH1:4] R
[cH0:1][c:2]([cH1])!@[O:3][C:4] R
[s:1][c:2]([aX2,cH1])!@[CX3:3]=[O:4] R
[CX4:1][CX4H2:2]!@[NX3:3][CX4:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
[O:1]=[CX3:2]([$([NX3H1]C)])!@[NX3H1:3][!#1:4] R
[!#1:1][CH2:2]!@[n:3][cH0:4] R
[!#1:1][CH2:2]!@[n:3][cH0:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH1])[cH1:4] R
[*:1]~[NX3:2]!@[NX2:3]~[*:4] R
[O:1]=[C:2]!@[O:3]~[!#1:4] R
[*:1]~[NX2:2]!@[OX2:3]~[*:4] R
[O:1]=[C:2]!@[O:3]~[CH0:4] R
[!#1:1][CX4H0:2]!@[OX2:3][!#1:4] R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
[O:1]=[C:2]!@[O:3]~[C:4] R
[cH0:1][c:2]([cH1])!@[c:3]([cH1:4])[cH1] R
[O:1]=[CX3:2]([NH1])!@[CH2:3][C:4] R
[$([c]([NH1,NH2])):1][c:2]!@[CX3:3]([!O])=[O:4] R
[cH1:1][c:2]([$([cH0][OH1])])!@[CX3:3]=[NX2:4] R
[cH1:1][c:2]([cH1])!@[CX4H2:3][CX4:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[$([C](=O)):1][NX3:2]!@[a:3](s)[a:4] R
[O:1]=[C:2]!@[O:3]~[C:4] R
[*:1]~[NX2:2]!@[OX2:3]~[*:4] R
[OX2:1][CX4H2:2]!@[CX3:3]([$([NX3H1,NX3H2])])=[O:4] R
[O:1]=[C:2]!@[O:3]~[C:4] R
[C:1][CX4H2:2]!@[OX2:3][c:4] R
[!#1:1][CH2:2]!@[n:3][cH0:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
[cH0:1][c:2]([cH0])!@[CX3!r:3]=[NX2!r:4] R
[cH1:1][a:2]([cH1])!@[a:3]([sX2,o,nX2H0,nX3H1:4]) R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[cH1:1][a:2]([cH1])!@[a:3]([sX2,o,nX2H0,nX3H1:4]) R
[$(C=O):1][NX3H1:2]!@[c:3](s)[n:4] R
[aH1:1][c:2]([aH0])!@[SX2:3][!#1:4] R
[$(C=O):1][NX3H0:2]!@[CX4H1:3][H:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
N[C:2](=[O:1])!@[CH2:3][N:4] R
[$(C=O):1][NX3H1:2]!@[c:3]([cH0]Cl)[cH:4] R
[cH1:1][c:2](cO)!@[O:3][C:4] R
