1gzc 1.58 2002 3.28 ----- 1gz9.pdf 342.296
1ax1 1.95 1998 3.29 ----- 1ax0.pdf 342.296
1d7j 1.85 1999 3.30 ----- 1d7i.pdf 88.105
1tnh 1.80 1994 3.37 ----- 1tnh.pdf 126.151
1f8d 1.40 2001 3.40 ----- 1f8b.pdf 291.278
1ikt 1.75 2001 3.40 ----- 1ikt.pdf 352.508
1jt1 1.78 2003 3.40 ----- 1jt1.pdf 217.285
1l83 1.70 1993 3.40 ----- 1l83.pdf 78.112
2sim 1.60 1994 3.42 ----- 2sim.pdf 291.255
1moq 1.57 1998 3.46 ----- 1moq.pdf 261.167
1c5o 1.90 2000 3.49 ----- 1c5l.pdf 121.160
1imx 1.82 2001 3.52 ----- 1imx.pdf 862.056
1jys 1.90 2002 3.52 ----- 1jys.pdf 135.127
1m5j 2.40 2002 3.52 ----- 1m5j.pdf 474.550
2qwc 1.60 1998 3.55 ----- 2qwb.pdf 291.255
1gz9 1.70 2002 3.57 ----- 1gz9.pdf 488.438
1h46 1.52 2003 3.57 ----- 1h46.pdf 257.328
1nli 1.93 2003 3.59 ----- 1nli.pdf 135.127
1d1p 2.20 2000 3.60 ----- 1d1p.pdf 240.320
1d7i 1.90 1999 3.60 ----- 1d7i.pdf 124.225
3jdw 2.40 1998 3.60 ----- 3jdw.pdf 134.177
1pb9 1.60 2003 3.62 ----- 1pb8.pdf 103.100
3pcc 1.98 1998 3.62 ----- 3pcb.pdf 138.121
1gyy 1.35 2002 3.64 ----- 1gyx.pdf 182.148
3pcn 2.40 1998 3.66 ----- 3pcn.pdf 168.147
1c3x 2.40 1999 3.68 ----- 1c3x.pdf 277.023
1qsc 2.40 1999 3.68 ----- 1qsc.pdf 791.845
1bcj 2.10 1998 3.70 ----- 1bch.pdf 221.208
1fwu 1.90 2001 3.70 ----- 1fwu.pdf 611.569
1loq 1.50 2002 3.70 ----- 1lol.pdf 325.189
1pdz 2.20 1995 3.70 ----- 1pdz.pdf 157.039
1wht 2.00 1994 3.70 ----- 1wht.pdf 208.211
1ai5 2.36 1997 3.72 ----- 1ai4.pdf 181.145
1fwv 2.20 2001 3.72 ----- 1fwu.pdf 611.569
1grp 2.50 1996 3.72 ----- 1grp.pdf 192.124
4tln 2.30 1982 3.72 ----- 4tln.pdf 147.195
1f5k 1.80 2001 3.74 ----- 1f5k.pdf 121.160
1kui 1.50 2002 3.77 ----- 1kug.pdf 443.453
1kug 1.37 2002 3.80 ----- 1kug.pdf 429.427
1li6 2.00 2002 3.80 ----- 1lgw.pdf 81.116
1nje 2.30 1996 3.80 ----- 1nja.pdf 308.205
1bky 2.00 1999 3.84 ----- 1b42.pdf 125.129
1j16 1.60 2002 3.84 ----- 1j14.pdf 121.160
1n1t 1.60 2003 3.85 ----- 1n1t.pdf 291.255
1aj7 2.10 1997 3.87 ----- 1aj7.pdf 304.213
1mfl 1.88 2003 3.89 ----- 1mfg.pdf 474.550
2ctc 1.40 1994 3.89 ----- 2ctc.pdf 166.174
1avn 2.00 1997 3.90 ----- 1avn.pdf 112.153
1slg 1.76 1996 3.90 ----- 1slg.pdf 830.865
2rkm 1.80 1997 3.90 ----- 2rkm.pdf 277.384
1kuk 1.45 2002 3.91 ----- 1kug.pdf 444.504
1pr5 2.50 2003 3.92 ----- 1pk7.pdf 266.253
1l5q 2.25 2002 3.97 ----- 1l5q.pdf 194.191
1ax2 1.95 1998 3.99 ----- 1ax0.pdf 383.348
1lgw 1.85 2002 4.00 ----- 1lgw.pdf 111.117
1mx1 2.40 2003 4.00 ----- 1mx1.pdf 198.264
1nu3 1.75 2003 4.00 ----- 1nu3.pdf 143.227
1tni 1.90 1994 4.00 ----- 1tnh.pdf 150.241
1b42 2.20 1999 4.01 ----- 1b42.pdf 150.161
1l7x 2.30 2002 4.04 ----- 1l5q.pdf 194.191
1li2 2.00 2002 4.04 ----- 1lgw.pdf 94.111
1awi 2.20 1998 4.05 ----- 1awi.pdf 990.175
1at6 1.80 1998 4.07 ----- 1at5.pdf 627.593
3mag 1.80 1999 4.07 ----- 1b42.pdf 150.161
3mct 2.00 1999 4.07 ----- 1b42.pdf 125.129
1hyo 1.30 2001 4.07 ----- 1hyo.pdf 181.104
1gj4 1.81 2002 4.07 ----- 1o2g.pdf 362.832
1n2v 2.10 2003 4.08 ----- 1n2v.pdf 208.217
1ai7 2.50 1997 4.09 ----- 1ai4.pdf 94.111
1jn2 1.90 2003 4.09 ----- 1jn2.pdf 493.596
1o0n 1.50 2003 4.09 ----- 1o0f.pdf 325.189
1c5t 1.37 2000 4.10 ----- 1c5l.pdf 178.234
1gwm 1.15 2003 4.10 ----- 1gwm.pdf 990.859
1gny 1.63 2001 4.14 ----- 1gny.pdf 678.588
1m2x 1.50 2003 4.15 ----- 1m2x.pdf 217.285
1hi3 1.80 2001 4.19 ----- 1hi3.pdf 429.217
1c87 2.10 2000 4.20 ----- 1c86.pdf 271.247
1ghw 1.75 2002 4.20 ----- 1o2g.pdf 253.279
1qk4 1.90 1999 4.21 ----- 1qk3.pdf 349.214
1kv5 1.65 2002 4.22 ----- 1kv5.pdf 157.039
1li3 1.85 2002 4.25 ----- 1lgw.pdf 128.556
1m5w 1.96 2003 4.27 ----- 1m5w.pdf 215.118
1e2l 2.40 2000 4.29 ----- 1e2k.pdf 252.266
1a30 2.00 1998 4.30 ----- 1a30.pdf 376.382
1ajq 2.05 1997 4.31 ----- 1ai4.pdf 142.176
1rgk 1.87 1993 4.31 ----- 1rgk.pdf 348.229
2tpi 2.10 1982 4.31 ----- 2tpi.pdf 231.312
1gu3 2.30 2002 4.32 ----- 1gu3.pdf 828.718
4rsk 2.10 1998 4.32 ----- 4rsk.pdf 325.189
1e3v 2.00 2001 4.34 ----- 1e3n.pdf 392.572
1ghv 1.85 2002 4.35 ----- 1ghv.pdf 254.267
1uio 2.40 1997 4.35 ----- 1uio.pdf 474.550
1dy4 1.90 2000 4.36 ----- 1dy4.pdf 258.335
1bhf 1.80 1998 4.38 ----- 1bhf.pdf 636.647
1o2n 1.50 2003 4.38 ----- 1o2g.pdf 363.820
7kme 2.10 1999 4.40 ----- 7kme.pdf 538.682
2csn 2.50 1996 4.41 ----- 2csn.pdf 286.758
1jaq 2.25 1996 4.48 ----- 1jao.pdf 302.327
1qan 2.40 2000 4.48 ----- 1qan.pdf 385.419
1hi4 1.80 2001 4.49 ----- 1hi3.pdf 429.217
1j14 2.40 2002 4.49 ----- 1j14.pdf 121.160
1e2n 2.20 2001 4.51 ----- 1e2m.pdf 474.550
1gi7 1.79 2002 4.51 ----- 1ghv.pdf 254.267
1ctt 2.20 1995 4.52 ----- 1ctt.pdf 230.218
2mas 2.30 1997 4.52 ----- 2mas.pdf 225.264
1b2h 1.90 1998 4.54 ----- 1b1h.pdf 392.537
1lyx 1.90 2003 4.54 ----- 1lyx.pdf 157.039
1oko 1.60 2003 4.54 ----- 1oko.pdf 180.156
1e2p 2.50 2001 4.57 ----- 1e2m.pdf 474.550
1bma 1.80 1995 4.59 ----- 1bma.pdf 521.595
1fj4 2.35 2000 4.59 ----- 1fj4.pdf 210.293
1l2s 1.94 2002 4.59 ----- 1l2s.pdf 317.769
1pa9 2.00 2003 4.60 ----- 1pa9.pdf 237.187
1upf 2.30 1999 4.60 ----- 1upf.pdf 130.077
1f4f 2.00 2000 4.62 ----- 1f4c.pdf 428.414
1joc 2.20 2001 4.62 ----- 1joc.pdf 342.132
1bzj 2.25 1999 4.66 ----- 1bzc.pdf 303.175
1h4w 1.70 2002 4.66 ----- 1h4w.pdf 121.160
1m1b 2.25 2002 4.66 ----- 1m1b.pdf 170.141
1f3f 1.85 2000 4.67 ----- 1f3f.pdf 474.550
1c5p 1.43 2000 4.68 ----- 1c5l.pdf 121.160
1c5n 1.50 2000 4.70 ----- 1c5l.pdf 303.143
1c86 2.30 2000 4.70 ----- 1c86.pdf 271.247
1gpy 2.40 1993 4.70 ----- 1gpy.pdf 261.144
1jkx 1.60 2001 4.70 ----- 1jkx.pdf 474.550
3kiv 1.80 1999 4.70 ----- 3kiv.pdf 132.181
1ce5 1.90 1999 4.74 ----- 1ce5.pdf 121.160
1q8t 2.00 2003 4.76 ----- 1q8t.pdf 248.344
1l5r 2.10 2002 4.77 ----- 1l5q.pdf 377.372
1gi1 1.42 2002 4.77 ----- 1o2g.pdf 253.279
1str 1.80 1996 4.77 ----- 1str.pdf 739.800
1eed 2.00 1994 4.79 ----- 1eed.pdf 633.816
1oss 1.93 2003 4.79 ----- 1oss.pdf 121.160
1ghz 1.39 2002 4.80 ----- 1ghv.pdf 254.267
1dud 2.30 1996 4.82 ----- 1dud.pdf 390.178
1f8e 1.40 2001 4.82 ----- 1f8b.pdf 291.301
1gdo 1.80 1996 4.82 ----- 1gdo.pdf 474.550
2ypi 2.50 1991 4.82 ----- 2ypi.pdf 157.039
1c83 1.80 2000 4.85 ----- 1c83.pdf 248.192
1ecv 1.95 2000 4.85 ----- 1ecv.pdf 335.052
1o2p 1.47 2003 4.85 ----- 1o2g.pdf 359.830
1qji 2.14 2000 4.85 ----- 1qji.pdf 743.827
2qwd 2.00 1998 4.85 ----- 2qwb.pdf 291.278
1bzc 2.35 1999 4.92 ----- 1bzc.pdf 431.305
1e1v 1.95 2001 4.92 ----- 1e1v.pdf 247.296
1h1p 2.10 2002 4.92 ----- 1h1p.pdf 247.296
1h4n 2.00 1997 4.92 ----- 1h4n.pdf 122.143
1jqy 2.14 2002 4.92 ----- 1jqy.pdf 472.466
1jr0 1.30 2002 4.92 ----- 1jqy.pdf 474.550
1e2k 1.70 2000 4.94 ----- 1e2k.pdf 252.266
2gss 1.90 1997 4.94 ----- 2gss.pdf 303.138
4ts1 2.50 1989 4.94 ----- 4ts1.pdf 182.196
1jn4 1.80 2003 4.95 ----- 1jn4.pdf 639.404
1cea 2.10 1996 4.96 ----- 1cea.pdf 132.181
1elr 1.90 2000 4.96 ----- 1elr.pdf 663.694
1gj5 1.73 2002 4.96 ----- 1o2g.pdf 329.375
1bcu 2.00 1998 5.00 ----- 1bcu.pdf 209.247
1byk 2.50 1999 5.00 ----- 1byk.pdf 474.550
1c84 2.35 2000 5.00 ----- 1c83.pdf 259.214
1f8a 1.84 2000 5.00 ----- 1f8a.pdf 900.738
1kr3 2.50 2003 5.00 ----- 1kr3.pdf 322.267
1o2o 1.63 2003 5.00 ----- 1o2g.pdf 343.375
1o35 1.41 2003 5.00 ----- 1o2g.pdf 271.270
1oai 1.00 2003 5.00 ----- 1oai.pdf 932.973
1pip 1.70 1993 5.00 ----- 1pip.pdf 706.744
1sts 1.95 1996 5.00 ----- 1str.pdf 845.945
1ppi 2.20 1995 5.01 ----- 1ppi.pdf 808.753
1i1e 2.50 2001 5.03 ----- 1i1e.pdf 546.543
1mfa 1.70 1994 5.04 ----- 1mfa.pdf 486.465
1fkw 2.40 1996 5.05 ----- 1fkw.pdf 252.227
1gi8 1.75 2002 5.05 ----- 1o2g.pdf 253.279
1qxk 2.30 2003 5.05 ----- 1qxk.pdf 518.513
1o36 1.70 2003 5.07 ----- 1o2g.pdf 490.445
1m48 1.95 2002 5.09 ----- 1m48.pdf 447.549
1nw7 2.10 2003 5.09 ----- 1nw5.pdf 385.419
1ez9 1.90 2002 5.10 ----- 1ez9.pdf 668.594
1m6p 1.80 1999 5.10 ----- 1m6p.pdf 261.144
1o0o 1.20 2003 5.10 ----- 1o0f.pdf 429.217
1o2z 1.65 2003 5.10 ----- 1o2g.pdf 475.473
1onz 2.40 2003 5.10 ----- 1ony.pdf 351.310
1k4h 1.80 2002 5.11 ----- 1k4g.pdf 264.347
1o2x 1.46 2003 5.12 ----- 1o2g.pdf 448.247
1qaw 2.50 1999 5.12 ----- 1qaw.pdf 205.233
1gcz 1.90 2001 5.13 ----- 1gcz.pdf 234.205
1jcx 1.80 2002 5.15 ----- 1jcx.pdf 416.233
1o0m 1.50 2003 5.15 ----- 1o0f.pdf 325.189
1pb8 1.45 2003 5.15 ----- 1pb8.pdf 106.101
1qk3 1.65 1999 5.15 ----- 1qk3.pdf 364.229
1jqd 2.28 2002 5.16 ----- 1jqd.pdf 385.419
1ocq 1.08 2003 5.19 ----- 1ocq.pdf 310.321
1kll 1.50 2002 5.20 ----- 1kll.pdf 322.317
1nw5 2.05 2003 5.21 ----- 1nw5.pdf 400.453
1o2r 1.45 2003 5.21 ----- 1o2g.pdf 383.439
16pk 1.60 1998 5.22 ----- 16pk.pdf 636.300
1bq4 2.50 1998 5.22 ----- 1bq4.pdf 342.169
1gjd 1.75 2002 5.22 ----- 1gj4.pdf 430.648
1h1h 2.00 2002 5.22 ----- 1h1h.pdf 429.217
1j17 2.00 2002 5.22 ----- 1j14.pdf 499.025
1gi9 1.80 2002 5.22 ----- 1o2g.pdf 283.305
1b4z 1.75 1999 5.23 ----- 1qka.pdf 392.471
1fh7 1.82 2000 5.24 ----- 1fh7.pdf 266.268
1q8w 2.20 2003 5.24 ----- 1q8t.pdf 292.377
1qca 2.20 1995 5.27 ----- 1qca.pdf 516.709
1f5l 2.10 2001 5.28 ----- 1f5k.pdf 230.635
1b46 1.80 1999 5.28 ----- 1qka.pdf 374.499
1c88 1.80 2000 5.29 ----- 1c86.pdf 271.270
1a69 2.10 1998 5.30 ----- 1a69.pdf 268.226
1h6h 1.70 2001 5.30 ----- 1h6h.pdf 556.390
1hn4 1.50 2001 5.30 ----- 1hn4.pdf 493.558
1o0f 1.50 2003 5.30 ----- 1o0f.pdf 429.217
1o3c 1.64 2003 5.30 ----- 1o2g.pdf 329.375
1pr1 2.30 2003 5.30 ----- 1pk7.pdf 268.226
1srg 1.80 1994 5.30 ----- 1srf.pdf 256.257
1hk4 2.40 2003 5.31 ----- 1hk1.pdf 777.878
1mfd 2.10 1994 5.31 ----- 1mfd.pdf 486.465
1gi6 1.49 2002 5.31 ----- 1o2g.pdf 252.291
1oim 2.15 2003 5.32 ----- 1oif.pdf 164.180
1adl 1.60 1994 5.36 ----- 1adl.pdf 304.467
1gpk 2.10 2002 5.37 ----- 1gpk.pdf 243.324
1g3e 1.80 2001 5.38 ----- 1g3b.pdf 236.247
1qbv 1.80 1999 5.39 ----- 1qbv.pdf 382.479
1f8b 1.80 2001 5.40 ----- 1f8b.pdf 291.255
1m7i 2.50 2003 5.40 ----- 1m7d.pdf 819.799
1mmr 2.30 1996 5.40 ----- 1mmp.pdf 473.674
1pz5 1.80 2003 5.40 ----- 1pz5.pdf 976.110
1trd 2.50 1993 5.40 ----- 1trd.pdf 172.054
3pch 2.05 1998 5.40 ----- 3pcb.pdf 172.566
1abf 1.90 1993 5.42 ----- 1abf.pdf 164.156
1gja 1.56 2002 5.42 ----- 1gj4.pdf 256.280
1h9z 2.50 2001 5.42 ----- 1h9z.pdf 308.328
1h0a 1.70 2002 5.44 ----- 1h0a.pdf 423.119
1anf 1.67 1997 5.46 ----- 1anf.pdf 342.296
1b4h 1.90 1998 5.46 ----- 1b1h.pdf 378.511
1g7f 1.80 2001 5.47 ----- 1g7f.pdf 543.566
1pot 1.80 1996 5.49 ----- 1pot.pdf 148.270
1pyn 2.20 2003 5.49 ----- 1pyn.pdf 604.602
1kc7 2.20 2002 5.52 ----- 1kc7.pdf 169.050
1lox 2.40 1998 5.52 ----- 1lox.pdf 256.339
1oe7 1.80 2003 5.52 ----- 1oe7.pdf 308.331
1oe8 1.65 2003 5.52 ----- 1oe7.pdf 308.331
1ydr 2.20 1997 5.52 ----- 1ydr.pdf 292.377
2cht 2.20 1994 5.52 ----- 2cht.pdf 228.199
1ha2 2.50 2001 5.54 ----- 1h9z.pdf 308.328
1o30 1.55 2003 5.54 ----- 1o2g.pdf 463.438
2olb 1.40 1996 5.54 ----- 1qka.pdf 406.564
1vwf 1.92 1998 5.54 ----- 1vwb.pdf 879.018
1g3d 1.80 2001 5.55 ----- 1g3b.pdf 236.247
1jlx 2.20 1997 5.55 ----- 1jlx.pdf 473.471
1njc 2.50 1996 5.55 ----- 1nja.pdf 308.205
1o3k 1.43 2003 5.57 ----- 1o2g.pdf 346.202
1f4x 2.30 2000 5.59 ----- 1f4x.pdf 293.314
1mfi 1.80 1999 5.59 ----- 1mfi.pdf 182.148
1o9d 2.30 2003 5.60 ----- 1o9c.pdf 678.626
1vfn 2.15 1997 5.60 ----- 1vfn.pdf 136.111
1a08 2.20 1998 5.62 ----- 1a07.pdf 606.616
1ejn 1.80 2000 5.62 ----- 1ejn.pdf 342.459
1vwl 1.45 1998 5.63 ----- 1vwb.pdf 945.120
4mbp 1.70 1998 5.64 ----- 1anf.pdf 666.578
1f57 1.75 2000 5.64 ----- 1f57.pdf 122.166
1o2q 1.50 2003 5.64 ----- 1o2g.pdf 370.853
1n5r 2.25 2003 5.66 ----- 1j06.pdf 414.586
1nhu 2.00 2003 5.66 ----- 1nhu.pdf 496.306
2qwf 1.90 1998 5.67 ----- 2qwb.pdf 342.371
1ow4 1.60 2003 5.68 ----- 1ow4.pdf 301.360
1oxn 2.20 2003 5.68 ----- 1oxn.pdf 389.424
1a99 2.20 1998 5.70 ----- 1a99.pdf 90.167
1egh 2.00 2000 5.70 ----- 1egh.pdf 157.039
1g98 1.90 2001 5.70 ----- 1g98.pdf 247.117
1n1m 2.50 2002 5.70 ----- 1n1m.pdf 171.260
1o2k 1.63 2003 5.70 ----- 1o2g.pdf 325.385
1pgp 2.50 1995 5.70 ----- 1pgp.pdf 277.143
2adm 2.40 1997 5.70 ----- 2adm.pdf 400.453
1obx 1.35 2003 5.72 ----- 1obx.pdf 467.493
1g3b 1.80 2001 5.74 ----- 1g3b.pdf 236.247
1hmt 1.40 1995 5.79 ----- 1hmr.pdf 284.477
1kpm 1.80 2002 5.80 ----- 1kpm.pdf 426.674
1ppm 1.70 1993 5.80 ----- 1ppl.pdf 606.624
1lkl 1.80 1996 5.81 ----- 1lkk.pdf 619.492
11gs 2.30 1999 5.82 ----- 11gs.pdf 611.469
1apb 1.76 1992 5.82 ----- 1apb.pdf 164.156
1kav 2.35 2002 5.82 ----- 1kak.pdf 468.273
1lqe 2.20 2003 5.82 ----- 1lpg.pdf 441.568
1vwn 1.85 1998 5.82 ----- 1vwb.pdf 773.879
3gss 1.90 1997 5.82 ----- 2gss.pdf 611.469
1k4g 1.70 2002 5.85 ----- 1k4g.pdf 288.328
1q54 1.93 2003 5.85 ----- 1q54.pdf 345.019
1qbn 1.80 2000 5.85 ----- 1qa0.pdf 432.409
1e1x 1.85 2001 5.89 ----- 1e1v.pdf 251.285
1ett 2.50 1994 5.89 ----- 1etr.pdf 429.556
1b3l 2.00 1998 5.89 ----- 1qka.pdf 334.435
2tmn 1.60 1989 5.89 ----- 2tmn.pdf 211.176
1ugx 1.60 2003 5.91 ----- 1ugx.pdf 397.375
1a4w 1.80 1998 5.92 ----- 1a4w.pdf 614.802
1aj6 2.30 1998 5.92 ----- 1aj6.pdf 612.624
1jao 2.40 1996 5.92 ----- 1jao.pdf 323.411
1kyv 2.40 2002 5.92 ----- 1kyv.pdf 376.364
1pph 1.90 1994 5.92 ----- 1pph.pdf 429.556
1qf2 2.06 1999 5.92 ----- 1qf0.pdf 412.502
1qka 1.80 1999 5.92 ----- 1qka.pdf 434.577
1yds 2.20 1997 5.92 ----- 1yds.pdf 266.339
2ans 2.50 1999 5.92 ----- 2ans.pdf 301.360
1fv0 1.70 2002 5.93 ----- 1fv0.pdf 357.271
1kv1 2.50 2002 5.94 ----- 1kv1.pdf 306.791
1d6w 2.00 2000 5.96 ----- 1c4u.pdf 527.596
1nl9 2.40 2003 5.96 ----- 1nl9.pdf 533.572
1q8u 1.90 2003 5.96 ----- 1q8t.pdf 320.430
1b9j 1.80 1999 5.96 ----- 1qka.pdf 390.541
1a1e 2.20 1998 6.00 ----- 1a07.pdf 556.566
1ado 1.90 1997 6.00 ----- 1ado.pdf 171.066
1c5s 1.36 2000 6.00 ----- 1c5l.pdf 177.246
1ceb 2.10 1996 6.00 ----- 1cea.pdf 158.218
1f0t 1.80 2000 6.00 ----- 1ezq.pdf 446.523
1hn2 1.80 2001 6.00 ----- 1hn2.pdf 193.244
1jq8 2.00 2002 6.00 ----- 1jq8.pdf 566.667
2izl 1.48 1998 6.00 ----- 2izf.pdf 244.334
43ca 2.30 1999 6.00 ----- 43ca.pdf 474.550
1b5h 1.90 1998 6.01 ----- 1b1h.pdf 364.484
5er1 2.00 1991 6.02 ----- 1epl.pdf 522.720
1tcw 2.40 1996 6.02 ----- 1tcw.pdf 534.690
1okl 2.10 1997 6.03 ----- 1okl.pdf 250.317
1os0 2.10 2003 6.03 ----- 1os0.pdf 496.535
1eoc 2.25 2000 6.05 ----- 1eoc.pdf 155.108
3pcf 2.15 1998 6.05 ----- 3pcb.pdf 156.111
1g7q 1.60 2002 6.06 ----- 1g7q.pdf 815.872
1qb6 1.80 2000 6.06 ----- 1qa0.pdf 399.394
1mmp 2.30 1996 6.07 ----- 1mmp.pdf 441.563
2gst 1.80 1993 6.07 ----- 2gst.pdf 502.560
1sri 1.65 1994 6.08 ----- 1srf.pdf 270.283
1tet 2.30 1994 6.08 ----- 1tet.pdf 1310.480
1ogx 2.00 2003 6.09 ----- 1ogx.pdf 266.334
1lgt 1.70 2002 6.10 ----- 1lgt.pdf 220.652
1m2q 1.79 2003 6.10 ----- 1m2p.pdf 273.198
1meu 1.90 1998 6.10 ----- 1mer.pdf 566.687
1tkb 2.30 1994 6.10 ----- 1tka.pdf 426.342
1m2p 2.00 2003 6.11 ----- 1m2p.pdf 285.208
1gj6 1.50 2002 6.11 ----- 1o2g.pdf 362.832
1g32 1.90 2001 6.11 ----- 1oyq.pdf 424.521
1nc1 2.00 2003 6.12 ----- 1nc1.pdf 296.345
1nc3 2.20 2003 6.12 ----- 1nc1.pdf 267.241
1o2g 1.58 2003 6.12 ----- 1o2g.pdf 328.387
1o2h 1.77 2003 6.15 ----- 1o2g.pdf 336.408
1tsl 2.50 1998 6.15 ----- 1tsl.pdf 437.272
1ppc 1.80 1994 6.16 ----- 1ppc.pdf 522.639
1d6v 2.00 2000 6.17 ----- 1d6v.pdf 381.465
1sle 1.90 1996 6.17 ----- 1sld.pdf 877.002
1iy7 2.00 2003 6.19 ----- 1iy7.pdf 244.268
1b3h 2.00 1998 6.21 ----- 1b1h.pdf 430.605
1m7d 2.30 2003 6.23 ----- 1m7d.pdf 511.517
1tmt 2.20 1994 6.24 ----- 1tmt.pdf 474.550
1thl 1.70 1994 6.25 ----- 1thl.pdf 476.564
1pbq 1.90 2003 6.27 ----- 1pb8.pdf 258.058
1afl 1.70 1998 6.28 ----- 1afk.pdf 510.205
1atl 1.80 1995 6.28 ----- 1atl.pdf 339.450
1gui 1.90 2002 6.28 ----- 1gu3.pdf 990.859
1d4p 2.07 1999 6.30 ----- 1d4p.pdf 361.460
1lag 2.06 1995 6.30 ----- 1laf.pdf 156.162
1oxq 2.30 2003 6.30 ----- 1oxn.pdf 399.505
1wdn 1.94 1998 6.30 ----- 1wdn.pdf 147.152
1nja 2.50 1996 6.31 ----- 1nja.pdf 308.205
6upj 2.34 1997 6.32 ----- 6upj.pdf 298.376
1ex8 1.85 2001 6.33 ----- 1ex8.pdf 766.340
1bdq 2.50 1998 6.34 ----- 1bdq.pdf 534.690
1o3h 1.53 2003 6.34 ----- 1o2g.pdf 345.214
1cbx 2.00 1994 6.35 ----- 1cbx.pdf 208.211
1gjb 1.90 2002 6.35 ----- 1o2g.pdf 329.375
